"Name","Gross Export","Share","Code","Sector"
"Horses","276271808","0.012995206647621946","0101","Agriculture"
"Bovine","286800640","0.013490459306909189","0102","Agriculture"
"Swine","23359764","0.0010987909429386288","0103","Agriculture"
"Sheep","3061406","0.00014400167679168231","0104","Agriculture"
"Fowl","235621632","0.011083113476746537","0105","Agriculture"
"Other live animals","103666384","0.004876234358634701","0106","Agriculture"
"Beef","3480355840","0.16370813828408384","0201","Agriculture"
"Beef (frozen)","2928618496","0.13775565021664382","0202","Agriculture"
"Pork","5844922880","0.27493207220410126","0203","Agriculture"
"Lamb","17378006","0.0008174224533746637","0204","Agriculture"
"Horse meat","54603","0.00000256840273973992","0205","Agriculture"
"Edible offal","1435667840","0.06753059746923232","0206","Agriculture"
"Poultry","3713814528","0.17468951172281957","0207","Agriculture"
"Other meat","6098782","0.0002868730362411682","0208","Agriculture"
"Pig and poultry fat","44297688","0.002083663960283211","0209","Agriculture"
"Preserved meat","259826848","0.012221672586875955","0210","Agriculture"
"Live Fish","36251016","0.0017051665441963932","0301","Agriculture"
"Fish, excluding fillets","191408800","0.009003440952517818","0302","Agriculture"
"Frozen fish, excluding fillets","1480900864","0.0696582575386117","0303","Agriculture"
"Fish fillets","1215520128","0.05717534250799806","0304","Agriculture"
"Preserved fish","31059306","0.0014609601418387366","0305","Agriculture"
"Crustaceans","629075584","0.02959030554088768","0306","Agriculture"
"Molluscs","245676992","0.011556095074334053","0307","Agriculture"
"Milk","121800160","0.005729206538922048","0401","Agriculture"
"Milk, concentrated","2128900096","0.10013868906834748","0402","Agriculture"
"Fermented milk products","92773504","0.004363857697358614","0403","Agriculture"
"Whey","722258752","0.0339734329146372","0404","Agriculture"
"Butter","100266448","0.004716308989381356","0405","Agriculture"
"Cheese","1572538880","0.07396870442538953","0406","Agriculture"
"Eggs, in shell","452537472","0.02128634842261006","0407","Agriculture"
"Egg yolks","91785336","0.004317376489393423","0408","Agriculture"
"Honey","24922360","0.0011722919565735322","0409","Agriculture"
"Edible animal products, n.e.c.","7636500","0.00035920384451447533","0410","Agriculture"
"Human hair, unworked","2753352","0.00012951150706496688","0501","Agriculture"
"Brushmaking hair","1078651","0.00005073732548803553","0502","Agriculture"
"Animal guts, except fish","527055904","0.02479152844769885","0504","Agriculture"
"Feathers and down","71597256","0.0033677744532033117","0505","Agriculture"
"Bones, simply prepared","48049820","0.0022601558400089736","0506","Agriculture"
"Whalebone & horns","3573732","0.00016810034356896548","0507","Agriculture"
"Coral and shells","3196435","0.00015035313831475504","0508","Agriculture"
"Animal products used in pharmaceuticals","20472646","0.0009629873830398606","0510","Agriculture"
"Animal products n.e.c.","443836096","0.020877055197734008","0511","Agriculture"
"Flower bulbs","9791676","0.000460578493215494","0601","Agriculture"
"Other live plants","309084416","0.01453863818591127","0602","Agriculture"
"Cut flowers","16411977","0.0007719826143499175","0603","Agriculture"
"Other parts of plants","90055624","0.004236014713671191","0604","Agriculture"
"Potatoes","241544816","0.01136172677663086","0701","Agriculture"
"Tomatoes","295417760","0.013895789318385986","0702","Agriculture"
"Onions, shallots, garlic","268942592","0.012650456753759965","0703","Agriculture"
"Cabbages, cauliflowers, broccoli","494022240","0.023237698930616488","0704","Agriculture"
"Lettuce","529621184","0.024912193469404615","0705","Agriculture"
"Carrots & turnips","141768864","0.006668489619753788","0706","Agriculture"
"Cucumbers","58184008","0.002736845330041379","0707","Agriculture"
"Legumes","122912080","0.005781508763605153","0708","Agriculture"
"Other vegetables","912020352","0.04289939327098082","0709","Agriculture"
"Frozen vegetables","267352560","0.012575665212176642","0710","Agriculture"
"Vegetables, provisionally preserved","9082186","0.0004272056737766706","0711","Agriculture"
"Vegetables, dried","231914960","0.010908759933532478","0712","Agriculture"
"Legumes, dried","914011392","0.04299304733011552","0713","Agriculture"
"Tubers","209763136","0.009866787780869867","0714","Agriculture"
"Cashew nuts & coconuts","36171456","0.0017014242201121175","0801","Agriculture"
"Other nuts","7581404160","0.3566122596857247","0802","Agriculture"
"Bananas and plantains","415152416","0.019527839178507533","0803","Agriculture"
"Avocados, pineapples, mangos, etc.","378661952","0.017811409537059612","0804","Agriculture"
"Citrus fruit","915706432","0.04307277821266719","0805","Agriculture"
"Grapes","1019878080","0.04797277905742705","0806","Agriculture"
"Melons and papayas","244510208","0.011501212170056181","0807","Agriculture"
"Apples & pears","974598592","0.04584293342562622","0808","Agriculture"
"Peaches & cherries","678567616","0.03191829980098503","0809","Agriculture"
"Other fresh fruit","1159600384","0.05454500308168165","0810","Agriculture"
"Fruits and nuts, frozen","236227696","0.011111621368951318","0811","Agriculture"
"Fruits and nuts, provisionally preserved","3838372","0.00018054841603833114","0812","Agriculture"
"Fruits, dried","222538192","0.010467697782714655","0813","Agriculture"
"Peel of citrus fruit or melons","2527746","0.0001188995064697292","0814","Agriculture"
"Coffee","763172224","0.03589791093923425","0901","Agriculture"
"Tea","87075152","0.004095819990844275","0902","Agriculture"
"Mate","1752861","0.00008245065279899007","0903","Agriculture"
"Pepper","59663160","0.002806421324937113","0904","Agriculture"
"Vanilla","17749640","0.0008349032838012063","0905","Agriculture"
"Cinnamon","14993398","0.00070525583761352","0906","Agriculture"
"Cloves","990453","0.00004658868924388079","0907","Agriculture"
"Nutmeg","5391936","0.00025362458463641744","0908","Agriculture"
"Anise, fennel, etc.","8815386","0.0004146559997484558","0909","Agriculture"
"Spices","60526228","0.002847018109285626","0910","Agriculture"
"Wheat and meslin","6645539840","0.31259129960087884","1001","Agriculture"
"Rye","5234783","0.0002462324597392809","1002","Agriculture"
"Barley","46336708","0.002179574891081601","1003","Agriculture"
"Oats","10861469","0.0005108991582367307","1004","Agriculture"
"Corn","9350675456","0.43983481602859226","1005","Agriculture"
"Rice","1853335424","0.08717674451328034","1006","Agriculture"
"Grain sorghum","1335465344","0.06281729663859704","1007","Agriculture"
"Other cereals","100436504","0.00472430804247934","1008","Agriculture"
"Wheat or meslin flour","143003568","0.00672656732860436","1101","Agriculture"
"Cereal flours","94785512","0.004458498044218285","1102","Agriculture"
"Cereal meals","89301280","0.004200532062602453","1103","Agriculture"
"Worked cereal grains","111781728","0.005257961951688781","1104","Agriculture"
"Potato flour","116954112","0.00550125930232129","1105","Agriculture"
"Flour of dried legumes","85070608","0.004001530733815738","1106","Agriculture"
"Malt","193560848","0.00910466846710954","1107","Agriculture"
"Starches","128291016","0.006034521857378127","1108","Agriculture"
"Wheat gluten","12755742","0.0006000015145727444","1109","Agriculture"
"Soya beans","24792752128","1.1661954927613487","1201","Agriculture"
"Peanuts","570315520","0.02682636382770538","1202","Agriculture"
"Copra","18150","8.537353208849246e-7","1203","Agriculture"
"Linseed","17715798","0.0008333114319703861","1204","Agriculture"
"Rape or colza seeds","97073520","0.004566120812486455","1205","Agriculture"
"Sunflower seeds","222863792","0.010483013276955984","1206","Agriculture"
"Other oil seeds","204892016","0.00963766121358232","1207","Agriculture"
"Flours of oil seeds","1033818048","0.04862848390886537","1208","Agriculture"
"Seeds used for sowing","974285632","0.045828212488655186","1209","Agriculture"
"Hop cones","211121584","0.009930686130136286","1210","Agriculture"
"Plants used in perfumery, pharmacy or insecticide","170146880","0.008003327889496903","1211","Agriculture"
"Seaweeds & edible vegetable products","8629287","0.0004059023198872237","1212","Agriculture"
"Cereal straw and husks","17469634","0.0008217324291312502","1213","Agriculture"
"Forage products","1550161280","0.07291611227571271","1214","Agriculture"
"Lac","39259828","0.0018466943171056172","1301","Agriculture"
"Vegetable saps and extracts","582853696","0.02741613152526305","1302","Agriculture"
"Vegetable materials used for plaiting","1388463","0.00006531018759459202","1401","Agriculture"
"Vegetable products n.e.c.","29267608","0.0013766826836040876","1404","Agriculture"
"Pig and poultry fat, rendered","298080352","0.014021031678468942","1501","Agriculture"
"Bovine, sheep and goat fats","311824192","0.014667511108363767","1502","Agriculture"
"Lard oil, tallow oil etc.","7801774","0.00036697796305022935","1503","Agriculture"
"Fish oils","160104608","0.007530961922095597","1504","Agriculture"
"Wool grease","8313156","0.0003910322261832748","1505","Agriculture"
"Other animal fats and oils","73951048","0.0034784915533915407","1506","Agriculture"
"Soybean oil","966195392","0.04544766573149618","1507","Agriculture"
"Peanut oil","23061326","0.0010847530882998268","1508","Agriculture"
"Olive oil","33701016","0.0015852202594439657","1509","Agriculture"
"Olive oil, blended","4179769","0.00019660696575426228","1510","Agriculture"
"Palm oil","100421768","0.004723614894066747","1511","Agriculture"
"Sunflower seed oil","117862880","0.005544005712243602","1512","Agriculture"
"Coconut & palm kernel oil","69113400","0.003250939433964085","1513","Agriculture"
"Rapeseed, colza or mustard oil,","112796880","0.005305712426535446","1514","Agriculture"
"Other vegetable fats and oils","537366848","0.025276532143812706","1515","Agriculture"
"Vegetable fats, hydrogenated","82733112","0.0038915801609437145","1516","Agriculture"
"Margarine","368916032","0.017352983303532406","1517","Agriculture"
"Animal or vegetable fats and oils, processed","286437504","0.013473378203356303","1518","Agriculture"
"Stearic acid","402428576","0.01892933826251368","1519","Agriculture"
"Glycerol","55481820","0.0026097404628638915","1520","Agriculture"
"Vegetable waxes and beeswax","25253870","0.001187885443968935","1521","Agriculture"
"Degras and wax residues","5496395","0.0002585381018752229","1522","Agriculture"
"Sausages","568527936","0.026742279882810135","1601","Agriculture"
"Other prepared or preserved meat","1248261120","0.058715405390158425","1602","Agriculture"
"Extracts and juices of meat or fish","14647252","0.0006889739055813969","1603","Agriculture"
"Prepared or preserved fish","317819936","0.01494953746802128","1604","Agriculture"
"Prepared aquatic invertibrates","259064512","0.012185814010039472","1605","Agriculture"
"Sugarcane & sucrose","94131048","0.004427713524491143","1701","Agriculture"
"Other sugars","1221242112","0.05744449181082662","1702","Agriculture"
"Molasses","40702620","0.0019145600190940582","1703","Agriculture"
"Confectionery sugar","446162976","0.02098650641775939","1704","Agriculture"
"Cocoa beans","30768724","0.0014472918158324893","1801","Agriculture"
"Cocoa residues","569265","0.00002677694972140808","1802","Agriculture"
"Cocoa paste","61908632","0.0029120432951000945","1803","Agriculture"
"Cocoa butter","94243576","0.004433006589405112","1804","Agriculture"
"Cocoa powder","93024048","0.004375642725580972","1805","Agriculture"
"Chocolates","1368401152","0.06436652322876146","1806","Agriculture"
"Malt extract","1091594880","0.051346176592459554","1901","Agriculture"
"Pasta","374630208","0.017621765335540832","1902","Agriculture"
"Tapioca","2300834","0.00010822607456159475","1903","Agriculture"
"Cereal foods","671516096","0.03158661210457035","1904","Agriculture"
"Bakery products","2017069440","0.09487842565319975","1905","Agriculture"
"Pickled fruits and vegetables","104360736","0.004908895120481924","2001","Agriculture"
"Tomatoes, prepared or preserved","298019872","0.014018186834821166","2002","Agriculture"
"Mushrooms, prepared or preserved","2129970","0.00010018901495455994","2003","Agriculture"
"Other vegetables, frozen","1071413248","0.0503968778557377","2004","Agriculture"
"Other vegetables, prepared or preserved","518227776","0.0243762730928287","2005","Agriculture"
"Vegetables, fruits and nuts, preserved by sugar","11369587","0.000534799890125293","2006","Agriculture"
"Jams, jellies and marmalades","119981176","0.005643645608402789","2007","Agriculture"
"Fruits and nuts, otherwise prepared","1601203456","0.07531702183527329","2008","Agriculture"
"Fruit juices","765961984","0.03602913499701893","2009","Agriculture"
"Coffee extracts","370001408","0.017404036957947875","2101","Agriculture"
"Yeasts","127601096","0.00600206956687758","2102","Agriculture"
"Sauces and seasonings","1653867776","0.07779423341292545","2103","Agriculture"
"Soups and broths","632795968","0.029765304065849398","2104","Agriculture"
"Ice cream","244617088","0.011506239565708863","2105","Agriculture"
"Food preparations n.e.c.","6130956800","0.2883864667206397","2106","Agriculture"
"Waters","171861952","0.00808400103243138","2201","Agriculture"
"Waters, flavored or sweetened","1269011968","0.05969147877175151","2202","Agriculture"
"Beer","628644416","0.029570024364533116","2203","Agriculture"
"Wine","1342296064","0.06313859839788492","2204","Agriculture"
"Wine, flavored","32788668","0.0015423054543454138","2205","Agriculture"
"Other fermented beverages","38305368","0.0018017986579115773","2206","Agriculture"
"Ethyl alcohol > 80%","2344473088","0.11027875945398075","2207","Agriculture"
"Spirits < 80% alcohol","1981461888","0.0932035262133845","2208","Agriculture"
"Vinegars","74135832","0.003487183378600048","2209","Agriculture"
"Flours of fish, for animal feed","730104128","0.03434246181804342","2301","Agriculture"
"Cereal residues","149689296","0.0070410489891789795","2302","Agriculture"
"Starch residues","2861242368","0.13458642816385794","2303","Agriculture"
"Solid soybean residues","3582027008","0.16849052215390342","2304","Agriculture"
"Solid peanut residues","1691616","0.00007956982526578913","2305","Agriculture"
"Solid vegetable oil and fat residues","45098896","0.002121350988876906","2306","Agriculture"
"Wine lees","4251560","0.0001999838534909923","2307","Agriculture"
"Vegetable materials for animal feeding","73380616","0.0034516597106056986","2308","Agriculture"
"Animal feed","3278846976","0.15422961295801238","2309","Agriculture"
"Unmanufactured tobacco","671706368","0.031595562072998754","2401","Agriculture"
"Cigars and cigarettes","190841024","0.008976734042019152","2402","Agriculture"
"Other manufactured tobacco","158902576","0.007474421030898135","2403","Agriculture"
"Salt","209296704","0.009844847864991575","2501","Minerals"
"Unroasted iron pyrites","1251202","0.000058853737794041844","2502","Minerals"
"Sulphur, crude","91817904","0.004318908415119626","2503","Minerals"
"Natural graphite","21162904","0.0009954555723028571","2504","Minerals"
"Natural sands","352985152","0.0166036304137925","2505","Minerals"
"Quartz","33659072","0.0015832473076919438","2506","Minerals"
"Kaolin","494497312","0.023260045252730177","2507","Minerals"
"Clays","328577120","0.015455531293589224","2508","Minerals"
"Chalk","1115714","0.00005248068593971365","2509","Minerals"
"Natural calcium phosphates","1698775","0.00007990656858051174","2510","Minerals"
"Natural barium sulfate","11373501","0.0005349839959129483","2511","Minerals"
"Siliceous fossil meals and earths","40326908","0.001896887368687429","2512","Minerals"
"Natural abrasives","18480582","0.0008692851572402294","2513","Minerals"
"Slate","548363","0.000025793766488507984","2514","Minerals"
"Marble","18310840","0.0008613008739984856","2515","Minerals"
"Granite","22242954","0.0010462587036153509","2516","Minerals"
"Gravel","45608944","0.0021453425036398106","2517","Minerals"
"Dolomite","10215917","0.0004805338390153585","2518","Minerals"
"Natural magnesia","51957792","0.002443978084054665","2519","Minerals"
"Gypsum","46141328","0.0021703846537816287","2520","Minerals"
"Limstone","11919251","0.0005606548527379041","2521","Minerals"
"Quicklime","34918316","0.001642479323141664","2522","Minerals"
"Cements","148261744","0.006973900142633529","2523","Minerals"
"Asbestos","93165","0.000004382272791748982","2524","Minerals"
"Mica","7297123","0.00034324031107117156","2525","Minerals"
"Natural steatite","92820152","0.004366051914727685","2526","Minerals"
"Natural borates","2598854","0.00012224426741724905","2528","Minerals"
"Feldspar","8703622","0.00040939887168215376","2529","Minerals"
"Mineral substances n.e.c.","98780160","0.0046463973330393505","2530","Minerals"
"Iron ores and concentrates","886659968","0.041706497647178896","2601","Minerals"
"Manganese > 47% by weight","2689388","0.00012650278386578876","2602","Minerals"
"Copper ore","2376323328","0.11177692335848002","2603","Minerals"
"Nickel ore","202601792","0.009529934209640814","2604","Minerals"
"Cobalt ore","649870","0.00003056842826355295","2605","Minerals"
"Aluminum ore","5566690","0.00026184462112489816","2606","Minerals"
"Lead ore","692851008","0.032590158547676225","2607","Minerals"
"Zinc ore","860794432","0.0404898408054808","2608","Minerals"
"Tin ore","3298854","0.00015517069852575855","2609","Minerals"
"Chromium ore","4956052","0.00023312157821170096","2610","Minerals"
"Tungsten ore","4172140","0.00019624811469293825","2611","Minerals"
"Uranium ore","1614963","0.00007596423994613117","2612","Minerals"
"Molybdenum ore","932440320","0.04385990279896649","2613","Minerals"
"Titanium ore","80224944","0.0037736015597143314","2614","Minerals"
"Zirconium ore","39615140","0.0018634073972342267","2615","Minerals"
"Precious metal ores","293510304","0.013806066863276682","2616","Minerals"
"Other ores","1607324","0.00007560491850721987","2617","Minerals"
"Granulated iron or steel slag","2397497","0.00011277288543336883","2618","Minerals"
"Iron or steel slag","9537272","0.00044861189924445214","2619","Minerals"
"Slag, ash and residues containing metals","1416949760","0.06665014093837009","2620","Minerals"
"Other slag and ash","55071336","0.0025904322155108263","2621","Minerals"
"Coal","6849371648","0.32217909100635733","2701","Minerals"
"Lignite","11033467","0.0005189895586621613","2702","Minerals"
"Peat","28387270","0.0013352735571623689","2703","Minerals"
"Coke","242999648","0.011430158813234366","2704","Minerals"
"Non-petroleum gases","433289","0.000020380943440821385","2705","Minerals"
"Tar distilled from coal, lignite etc.","45497120","0.0021400825533079847","2706","Minerals"
"Oils etc. from high temperature coal tar","1082898688","0.05093712721132473","2707","Minerals"
"Pitch and pitch coke","22196088","0.0010440542320148776","2708","Minerals"
"Petroleum oils, crude","48737878016","2.292520546955376","2709","Minerals"
"Petroleum oils, refined","58943705088","2.7725797783719033","2710","Minerals"
"Petroleum gases","32576303104","1.5323162856053998","2711","Minerals"
"Petroleum jelly","312984544","0.01472209146577751","2712","Minerals"
"Petroleum coke","2939659776","0.13827500728131492","2713","Minerals"
"Bitumen and asphalt, natural","128528408","0.006045688244997714","2714","Minerals"
"Bituminous mixtures","66770920","0.0031407544249025697","2715","Minerals"
"Electrical energy","295613216","0.013904983130555621","2716","Minerals"
"Iodine","79347528","0.0037323298776036113","2801","Chemicals"
"Sulfur, sublimed or precipitated","1528005","0.00007187393052279721","2802","Chemicals"
"Carbon","250979568","0.011805516364850676","2803","Chemicals"
"Silicon & rare gases","1356976128","0.06382911570640566","2804","Chemicals"
"Rare-earth metals","43905208","0.002065202580738257","2805","Chemicals"
"Hydrochloric acid","19424930","0.0009137051706180276","2806","Chemicals"
"Sulfiric acid, oleum","25162182","0.001183572645946825","2807","Chemicals"
"Sulfonitric acids","10135126","0.0004767336114500905","2808","Chemicals"
"Phosphoric acid etc.","217954816","0.010252106048274088","2809","Chemicals"
"Oxides of boron; boric acids","162520288","0.007644590095095889","2810","Chemicals"
"Other inorganic acids","333806720","0.015701519956625026","2811","Chemicals"
"Halides of nonmetals","94038544","0.004423362343657912","2812","Chemicals"
"Sulfides of nonmetals","24946818","0.0011734424060764635","2813","Chemicals"
"Ammonia","110388464","0.0051924259358145436","2814","Chemicals"
"Sodium hydroxide","985546944","0.04635791936545437","2815","Chemicals"
"Hydroxides or peroxides of magnesium","18887014","0.0008884028075949347","2816","Chemicals"
"Zinc oxide or peroxide","58181772","0.0027367401536128664","2817","Chemicals"
"Aluminum oxide","438143232","0.02060927563443956","2818","Chemicals"
"Chromium oxides and hydroxides","53294592","0.002506858159920173","2819","Chemicals"
"Manganese oxides","22364564","0.0010519789654540735","2820","Chemicals"
"Iron oxides and hydroxides","47664916","0.0022420508185241315","2821","Chemicals"
"Cobalt oxides and hydroxides","3125081","0.00014699680607858852","2822","Chemicals"
"Titanium oxides","19271910","0.0009065074527777074","2823","Chemicals"
"Lead oxides","12098018","0.000569063651752154","2824","Chemicals"
"Metal base oxides, n.e.c.","434427008","0.020434472786554147","2825","Chemicals"
"Flourides","143982112","0.006772595845179568","2826","Chemicals"
"Chlorides, bromides, iodides etc.","279443680","0.013144404397469103","2827","Chemicals"
"Hyopchlorites","62866704","0.002957108854678654","2828","Chemicals"
"Sodium chlorate","45962168","0.0021619573689281996","2829","Chemicals"
"Sulfides; polysulfides","80221624","0.0037734453943553594","2830","Chemicals"
"Dithionites and sulfoxylates","1248026","0.00005870434587232667","2831","Chemicals"
"Sulfites","40726296","0.0019156736850696654","2832","Chemicals"
"Sulfates","204263520","0.009608098170373787","2833","Chemicals"
"Nitrites, nitrates","34125468","0.0016051855302109217","2834","Chemicals"
"Phosphates","248074800","0.011668882588510386","2835","Chemicals"
"Carbonates","1317820416","0.061987318772587605","2836","Chemicals"
"Cyanides","224934576","0.010580418315122561","2837","Chemicals"
"Silicates","58337088","0.0027440458701472226","2839","Chemicals"
"Borates","305631008","0.014376197613623305","2840","Chemicals"
"Salts of oxometallic acids","82142968","0.003863821109857857","2841","Chemicals"
"Other salts of acids","159926320","0.007522575654167777","2842","Chemicals"
"Compounds of precious metals","1539366400","0.07240834531479182","2843","Chemicals"
"Uranium","586292224","0.027577872175701165","2844","Chemicals"
"Non-radioactive isotopes","186245472","0.008760569575828334","2845","Chemicals"
"Compounds of rare-earth metals","111801296","0.00525888238655154","2846","Chemicals"
"Hydrogen peroxide","46655428","0.0021945667655428928","2847","Chemicals"
"Phosphides","19409","9.129558591215153e-7","2848","Chemicals"
"Carbides","58388956","0.0027464856246168456","2849","Chemicals"
"Hydrides, nitrides, azides, silicides and borides","246171872","0.011579373120372596","2850","Chemicals"
"Inorganic compounds, liquid or compressed air","104081648","0.004895767446474479","2851","Chemicals"
"Acyclic hydrocarbons","3369741312","0.15850507880438056","2901","Chemicals"
"Cyclic hydrocarbons","2804581120","0.13192121005129484","2902","Chemicals"
"Halogenated derivatives of hydrocarbons","2251216384","0.10589217311160551","2903","Chemicals"
"Sulfonated, nitrated derivatives of hydrocarbons","115935824","0.005453361317063259","2904","Chemicals"
"Acyclic alcohols","2872682240","0.13512453410285533","2905","Chemicals"
"Cyclic alcohols","155920528","0.007334152176563464","2906","Chemicals"
"Phenols, phenol-alcohols","519407616","0.024431770122084504","2907","Chemicals"
"Derivatives of phenols","76367888","0.003592174290191955","2908","Chemicals"
"Ethers","2056568320","0.09673636444060443","2909","Chemicals"
"Epoxides","410212288","0.019295466629565793","2910","Chemicals"
"Acetals and hemiacetals","6569756","0.0003090265976195956","2911","Chemicals"
"Aldehydes","230729376","0.010852992719390548","2912","Chemicals"
"Derivatives of aldehydes","797793","0.000037526394647644445","2913","Chemicals"
